,id,title,url,description,imageUrls,price,location
50,1716996483,Bolle Ski Snowboard Helmet,https://kijiji.ca/v-ski/edmonton/bolle-ski-snowboard-helmet/1716996483,Selling a new Bolle ski/snowboard helmet. Size Large 780-244-3330 please see my other ads,[],5000.0,Edmonton
51,1724169442,Liquid Force - TR9 HDL Combo Ski Rope Handle ,https://kijiji.ca/v-water-sport/edmonton/liquid-force-tr9-hdl-combo-ski-rope-handle/1724169442,The machined EVA grip and build in floats keeps the TR9 on the surface. The PE fiber Static mainline resists tangles. Features: Dip Molded End Caps - Comfortable Endcaps Lightweight and Durable ...,[],4000.0,Edmonton
52,1723881364,Water Skis,https://kijiji.ca/v-water-sport/edmonton/water-skis/1723881364,I have a Slalom Free Motion Fire water ski and a Slalom Connelly Team 2 water ski for sale. Both are in good condition. $60.00 for each ski,[],6000.0,Edmonton
53,1723878274,176cm Dynastar Outland 75 (Info In Description),https://kijiji.ca/v-ski/edmonton/176cm-dynastar-outland-75-info-in-description/1723878274,"176cm Dynastar Outland 75 (Info In Description) I'm In South Edmonton, Skyrattler Neighborhood, Close To 23Ave - 111Str ** De-Cluttering, So Please Check Out My Other Ads. Down Hill Skis Bought a ...",[],11500.0,Edmonton
54,1723875287,Helly Hansen Kids ski jack & snow pants ,https://kijiji.ca/v-clothing-kid-youth/edmonton/helly-hansen-kids-ski-jack-snow-pants/1723875287,North Face Juniors Level Ski Jacket & Juniors Legendary Pants size 128/8 Excellent condition only worn twice $200 OBO Pick up / delivery available,[],20000.0,Edmonton
55,1714713842,Cross Country Skis 2 sets women’s shoes (newer and barely used),https://kijiji.ca/v-ski/edmonton/cross-country-skis-2-sets-women-s-shoes-newer-and-barely-used/1714713842,$59 each set or $100 for both. 2 sets of Salomon 400s women’s shoes (newer and barely used). 6.5 and 7.5 GB sizing. $29 each.,[],5600.0,Edmonton
56,1723850041,kids Ski boots 225,https://kijiji.ca/v-ski/edmonton/kids-ski-boots-225/1723850041,"Kids ski boots, they are 225(265mm). Lightly used, price is firm",[],8000.0,Edmonton
57,1723848287,Chariot skis,https://kijiji.ca/v-sport-other/edmonton/chariot-skis/1723848287,"Chariot skis, asking $40. Call or text 780-238-2382.",[],4000.0,Edmonton
58,1723813405,Youth Rossignol ski boots 23.5,https://kijiji.ca/v-ski/edmonton/youth-rossignol-ski-boots-23-5/1723813405,"Youth Rossignol ski boots 23.5 Boots in good shape, son just out grew them From a smoke free home.",[],3500.0,Edmonton
59,1707099039,LIKE NEW Salomon R/Prolink Combi Ski Boot Size US 5,https://kijiji.ca/v-ski/edmonton/like-new-salomon-r-prolink-combi-ski-boot-size-us-5/1707099039,"Used for 2 seasons. Selling as my daughter has outgrown them. They've been used 10 to 15 times total since we bought them (once last year as we didn't have much snow). Compatible with Prolink, NNN ...",[],10000.0,Northeast Edmonton
60,1723796305,Combi cross country ski boots,https://kijiji.ca/v-ski/edmonton/combi-cross-country-ski-boots/1723796305,Salomon Pro Combi /SC Size 8 US Used one season Cash only Must pick up,[],20000.0,Edmonton
61,1723783626,Girls Downhill Ski Boots. 320/250. Salomon.,https://kijiji.ca/v-ski/edmonton/girls-downhill-ski-boots-320-250-salomon/1723783626,Girls Downhill Ski Boots. 320/250. Salomon. Older but still useable. $20 Cash or e-transfer Coliseum Area / Elmwood Park Shipping extra,[],2000.0,Edmonton
62,1723760723,Seadoo jet skis for sale,https://kijiji.ca/v-water-sport/edmonton/seadoo-jet-skis-for-sale/1723760723,"2015 Seadoo matching jet skis in excellent condition with low hours. 155 HP with Intelligent Braking and Reverse. Both machines have a new battery, dock fenders, paddles, fire extinguisher, boarding ...",[],2200000.0,Ardrossan
63,1723727165,Whistler X-Treme Series Winter Jacket,https://kijiji.ca/v-clothing-men/edmonton/whistler-x-treme-series-winter-jacket/1723727165,"Get ready to brave the elements with this reliable, used Whistler X-Treme Series black winter jacket, designed to keep you warm and dry in chilly conditions. This jacket is great for everyday use or ...",[],7500.0,Edmonton
64,1703152684,Salomon 195cm skis,https://kijiji.ca/v-ski/edmonton/salomon-195cm-skis/1703152684,Brand new Salomon 195 cm skis Edges a little rusty due to storage Bindings never installed Salomon 625 bindings - toe piece only Plus Salomon Equipe 977 bindings - missing screws $50 cash FCFS No ...,[],5000.0,Edmonton
65,1715832691,Men’s Seadoo 5 mil 2 pc Wetsuit (Large),https://kijiji.ca/v-water-sport/st-albert/men-s-seadoo-5-mil-2-pc-wetsuit-large/1715832691,Men’s Seafood 5 mill 2 pc Wetsuit (large),[],5000.0,Spruce Grove
66,1676055679,"Oilers Winter Jacket, ski pants, mittens size 6",https://kijiji.ca/v-clothing-kid-youth/edmonton/oilers-winter-jacket-ski-pants-mittens-size-6/1676055679,Great condition. Size 6 for child. Oilers reversible winter jacket Black ski pants 3 pairs of Mittens. $30 for everything. Non smoking home Pick up North Edm Cash Only,[],2000.0,Edmonton
67,1697028594,men's body glove wet suite 2m ExLarge,https://kijiji.ca/v-water-sport/edmonton/mens-body-glove-wet-suite-2m-exlarge/1697028594,body glove short WS used twice mens xl,[],6000.0,North Central Edmonton
68,1723693240,Ski equipment,https://kijiji.ca/v-ski/edmonton/ski-equipment/1723693240,"The whole package. Everything you need to hit the slopes this season. Skis, bindings, boots, poles, jacket/pants This is all top of the line equipment. Kastle Speed Machine GS (200), Salomon 957 ...",[],49900.0,Edmonton
69,1713216718,Elan 130cm skis with Salomon ski boots 23/shoe size 5,https://kijiji.ca/v-ski/edmonton/elan-130cm-skis-with-salomon-ski-boots-23-shoe-size-5/1713216718,"They are in good condition, no major damages. Elan 130cm skis with easy adjustable bindings. Salomon ski boots, Mondo 23, 276mm, kids shoe size 5.",[],16000.0,North Central Edmonton
70,1712216976,NEW (L) GEMYSE Men's Waterproof Ski Snow Jacket,https://kijiji.ca/v-clothing-men/edmonton/new-l-gemyse-mens-waterproof-ski-snow-jacket/1712216976,NEW (L) GEMYSE Men's Waterproof Ski Snow Jacket AS PICTURED ASKING WAY WAY WAY UNDER COST AT ONLY 45.00 RON 780-TWO66-4673 - 4850,[],4500.0,Southeast Edmonton
71,1723652030,Rossignol Skis,https://kijiji.ca/v-ski/edmonton/rossignol-skis/1723652030,167 all Mountain skis Regular camber Newly waxed and sharpened,[],12000.0,Edmonton
72,1675995609,SKI EXERCISE MACHINE,https://kijiji.ca/v-exercise-equipment/edmonton/ski-exercise-machine/1675995609,TUNTURI XC560 ski exercise machine - like new condition - hardly used. Paid over $900 for this machine - selling for $75.00 A reasonable offer will be accepted! Manual included!,[],7500.0,Ottewell
73,1708445077,Kids Ski Boots,https://kijiji.ca/v-ski/edmonton/kids-ski-boots/1708445077,Size 16.5 kids Head Ski boots,[],1500.0,Edmonton
74,1723564162,Ski boots - size 8 1/2,https://kijiji.ca/v-ski/edmonton/ski-boots-size-8-1-2/1723564162,Used but in good condition boots. Doesn't include skis.,[],4000.0,Edmonton
75,1699567041,Mountain Warehouse Snow Mens Ski Jacket New,https://kijiji.ca/v-clothing-men/edmonton/mountain-warehouse-snow-mens-ski-jacket-new/1699567041,"Color: Light/dark grey Waterproof - IsoDry fabric has a breathable material to allow perspiration out and keep you dry Breathable - The fabric allows perspiration to pass out of the garment, keeping ...",[],12000.0,Edmonton
76,1723548626,HO CDX-1 Slalom Ski,https://kijiji.ca/v-water-sport/strathcona-county/ho-cdx-1-slalom-ski/1723548626,"Upgrade your slalom ski game. Very good condition HO CDX-1 slalom ski with double suicide boots. Graphite composite ski with stiff aluminum top. 68” length Boots are left foot forward setup, X-Large ...",[],45000.0,Strathcona County
77,1713012587,Head 28.5 ski boots/Men size 10,https://kijiji.ca/v-ski/edmonton/head-28-5-ski-boots-men-size-10/1713012587,"Head ski boots, good condition. 28.5, 325mm, size 10 for men.",[],14000.0,Edmonton
78,1723541789,ski jacket,https://kijiji.ca/v-women-tops-outerwear/edmonton/ski-jacket/1723541789,Liquid Girl ski jacket women’s small,[],3500.0,Edmonton
79,1723534489,twin tip park skis 159cm to 167cm,https://kijiji.ca/v-ski/st-albert/twin-tip-park-skis-159cm-to-167cm/1723534489,I’m looking for someone who’s willing to sell some preferably as new as possible,[],35000.0,St. Albert
80,1606782693,Winter Snow Racer Ski Sled w/ Steering & Brakes,https://kijiji.ca/v-buy-sell-other/edmonton/winter-snow-racer-ski-sled-w-steering-brakes/1606782693,"Well kept, pick up west of Edmonton",[],6500.0,Edmonton
81,1723513719,"Down Fill Ski Jacket, Youth Large, Marmot, $50",https://kijiji.ca/v-snowboard/edmonton/down-fill-ski-jacket-youth-large-marmot-50/1723513719,Very warm. 700 Fill. 85% duck down. Marmot. Bottom edge has an adjustable elastic closure cord with a tab to secure it – you access it on the inside of a pocket. Size Youth Large. Note: a small tear ...,[],5000.0,St. Albert
82,1723508868,1996 Bombardier GTS seadoo,https://kijiji.ca/v-buy-sell-other/st-albert/1996-bombardier-gts-seadoo/1723508868,1996 Bombardier GTS seadoo $1500,[],150000.0,St. Albert
83,1719201054,"Cross Country skis, Atomic Motion52 Waxable 191cm, used",https://kijiji.ca/v-ski/edmonton/cross-country-skis-atomic-motion52-waxable-191cm-used/1719201054,"Lightly used, bases are in fairly good condition. Unfortunately, some sun bleaching to the upper surface (yellowing). Bindings had been installed, and removed. Holes have been plugged by a certified ...",[],4000.0,Edmonton
84,1709555856,Kids cross country ski set ROSSIGNOL,https://kijiji.ca/v-ski/edmonton/kids-cross-country-ski-set-rossignol/1709555856,I have a really nice set of Rossignol (new style). Child cross-country skis set is in great condition. The skis are 46 inches long. Kids touring nordic boots X1JR - size 30 (US 12 ) The ski poles ...,[],23500.0,Edmonton
85,1682684051,Summit 800 SP Gauge Repair,https://kijiji.ca/v-general-electronics/edmonton/summit-800-sp-gauge-repair/1682684051,"I repair Ski Doo Summit sled instrument clusters. Most common issue is intermittent power and gauge function. Call, text or email 587 926 5306",[],,Edmonton
86,1720109630,Kids Helly Hansen Winter Coat ,https://kijiji.ca/v-clothing-kid-youth/edmonton/kids-helly-hansen-winter-coat/1720109630,Helly Hansen 128/8 Kids winter ski jacket - very good condition. Burton snow pants XS / 7 in good condition. $50 for all. Text 780-886-1814 located in Meadowlark,[],5000.0,Edmonton
87,1719247960,Disney’s Frozen Child Snow Helmet,https://kijiji.ca/v-ski/edmonton/disney-s-frozen-child-snow-helmet/1719247960,"This is a pre loved Frozen themed ski and snowboard helmet perfect for keeping your little one safe on the slopes! It features a fun Frozen design and is in good condition, ready for more winter ...",[],1000.0,Edmonton
88,1723456110,"Lots of Ski Equipment - Boots, Skis, Poles",https://kijiji.ca/v-ski/edmonton/lots-of-ski-equipment-boots-skis-poles/1723456110,"Some old ski equipment that's just taking up space. Everything works fine, but other than the left ski boots, most items are shorter/meant for kids. Check the sizes in the image before buying. - Sets ...",[],3000.0,Edmonton
89,1719777047,Revit PIONEER GTX motorcycle boots,https://kijiji.ca/v-women-shoes/edmonton/revit-pioneer-gtx-motorcycle-boots/1719777047,As described here https://revitsport.com/products/en-motorcycle-boots-pioneer-gtx-black BOA lacing system. Get in an out of your boots really fast as they do with ski boot tech. No more sweating in ...,[],,Edmonton
90,1670353776,VHF ground plane outdoor antennae,https://kijiji.ca/v-hobbies-craft/edmonton/vhf-ground-plane-outdoor-antennae/1670353776,"If you need an outdoor antennae for your radios (ski, Police, Fire, etc), this ground plane antennae will get you great range! Best offer. Or will trade - I need: USB sticks Electrical box (for 4 ...",[],,Edmonton
91,1706888961,"Dynastar SKI's and poles, sold together, 165's.",https://kijiji.ca/v-ski/edmonton/dynastar-skis-and-poles-sold-together-165s/1706888961,"Very good condition. Only normal wear and tear. Comes with poles, also in very good condition. This was posted for a family member without computer and no cell phone so *** PLEASE CALL land line ...",[],12500.0,Edmonton
92,1723428232,Nordica Ski Boot,https://kijiji.ca/v-ski/st-albert/nordica-ski-boot/1723428232,Ski Boots Nordica 6 GT-S Size 6-6.5 Women's,[],5000.0,St. Albert
93,1677931691,"Tons of used skis, boots.Skis from 67cm-180cm PRICES VARY",https://kijiji.ca/v-ski/edmonton/tons-of-used-skis-boots-skis-from-67cm-180cm-prices-vary/1677931691,"PRICES VARY I have a lot of used skis, boots and poles. Skis from 67cm-190cm Boots from 15.0-33.5 PRICES VARY All skis come waxed and tuned and I will adjust your bindings. I buy back anything I sell ...",[],9000.0,Edmonton
94,1708666853,Vintage Karhu x country ski jacket mens,https://kijiji.ca/v-clothing-men/edmonton/vintage-karhu-x-country-ski-jacket-mens/1708666853,"Vintage, made in Hong Kong KARHU x country jacket. Labelled as a medium, but fit is 80s oversized and could fit as a present day large. Some minor grey marks on front at waist button area, and on ...",[],2500.0,Edmonton
95,1723422230,skis and ski boots ,https://kijiji.ca/v-ski/st-albert/skis-and-ski-boots/1723422230,size 7 ski boots and skis for kids. only used once or twice and in great condition,[],10000.0,St. Albert
96,1505008242,Kids Orage Ski Jacket - size 4,https://kijiji.ca/v-clothing-kid-youth/edmonton/kids-orage-ski-jacket-size-4/1505008242,"Excellent condition Size 4 Used for ski racing, not as an everyday winter jacket so in excellent condition Asking $60 Smoke free and pet free home",[],6000.0,Southwest Edmonton
97,1723402631,XC Ski Tracksetter,https://kijiji.ca/v-ski/st-albert/xc-ski-tracksetter/1723402631,Excellent little unit for setting cross country ski track Pulls behind a snowmobile,[],5000.0,St. Albert
98,1706621288,Columbia ski pants ,https://kijiji.ca/v-clothing-kid-youth/edmonton/columbia-ski-pants/1706621288,"Columbia black ski pants with omnishield Size M (10-12) Length extension still sewn in ( gives 2 more inches) Adjustable waist No rips, tears or holes Pick up Northeast Text for quickest reply",[],3500.0,Edmonton
