,id,title,url,description,imageUrls,price,location
231,1721529683,Not-a-junk-sale GARAGE SALE,https://kijiji.ca/v-garage-sale-yard-sale/edmonton/not-a-junk-sale-garage-sale/1721529683,"HUNDREDS of excellent quality items: kids' skis and snowboards and snowboard bags, one horse blanket, FREE BOOKS, vintage dish sets, small kitchen appliances, chair, shelving unit, clothing and ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7b/7be82fd3-0e39-44de-9fd6-4d46d9973d19?rule=kijijica-200-jpg'],,Spruce Grove
232,1702203639,MEC winter ski  jacket size 7,https://kijiji.ca/v-clothing-kid-youth/edmonton/mec-winter-ski-jacket-size-7/1702203639,"MEC ski jacket, this is made for active kids! Size 7 Adjustable hood, fleece lined zippered pockets Fleece lined back cord adjustable hem, snow skirt Adjustable arm cuffs to keep snow out or go over ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/61/61be9298-4814-4c77-afed-76d187d09ba7?rule=kijijica-200-jpg'],2000.0,Edmonton
233,1715775103,Two-piece padded ski bag,https://kijiji.ca/v-ski/edmonton/two-piece-padded-ski-bag/1715775103,"Ski Boots Bag size-15.5*15*10 inch. It will fit most ski boots up to size 13. Ski Bag size-79*11.8 inch, which can be adjustable length for skis up to 200cm. 600-Denier Duralite with water-resistant ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ce/ce9bd87d-d1fd-44f6-9b49-b7af9e4803e8?rule=kijijica-200-jpg'],2000.0,Edmonton
234,1721480139,Ortovox 3+ avalanche beacon,https://kijiji.ca/v-snowboard/edmonton/ortovox-3-avalanche-beacon/1721480139,"Ortovox 3+ avalanche beacon, only used a hand full of times. In great shape, comes with carrying case. $275 OBO",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/23/23d3d985-f487-4750-a53a-2d6fa4f14306?rule=kijijica-200-jpg'],27500.0,Edmonton
235,1716035453,1982 Molson World Downhill Limited Edition 78/500 By Ron Wignall,https://kijiji.ca/v-art-collectibles/edmonton/1982-molson-world-downhill-limited-edition-78-500-by-ron-wignall/1716035453,"Own a piece of ski history with this vintage and extremely rare 1982 Molson World Downhill mirror, marking the event held in Whistler, British Columbia, numbered 78/500 and signed by Ron Wignall! ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/68/68c405ef-cd13-4ef3-b78b-96e49783649e?rule=kijijica-200-jpg'],30000.0,Edmonton
236,1717400538,K2 Apache Chief skis 174cm,https://kijiji.ca/v-ski/edmonton/k2-apache-chief-skis-174cm/1717400538,"K2 Apache Chief skis, 174cm long, 131-98-116 sidecut. Tyrolia demo adjustable bindings fit most adult boot sizes (263 to 391 BSL range), 4-12 DIN. Good powder and soft snow skis. In good condition, ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b8/b893aed1-38a6-4b36-a3ae-96d4acbf3e9b?rule=kijijica-200-jpg'],8000.0,Edmonton
237,1677303979,Ladies HEAD Downhill Ski Boots,https://kijiji.ca/v-ski/edmonton/ladies-head-downhill-ski-boots/1677303979,Ladies Downhill Ski Boots 289 mm,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/6d/6dcfcce4-fdb5-4d98-ae69-11d45f4dd8a6?rule=kijijica-200-jpg'],10000.0,Southwest Edmonton
238,1676841728,HH Men's Rivaridge Infinity Ski Jacket (Best Offer) Lighty Used,https://kijiji.ca/v-clothing-men/edmonton/hh-mens-rivaridge-infinity-ski-jacket-best-offer-lighty-used/1676841728,"Black, Size Medium Lightly used, zero issues or damages. The Rivaridge Infinity Jacket uses our unique LIFA INFINITY™, the next level of responsible waterproof/breathable technology with recycled ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/6b/6bb86a26-6ccb-4466-8253-fbba6e8a81e9?rule=kijijica-200-jpg'],39900.0,Edmonton
239,1721403278,Alpha tech premium snowboard and ski  jacket,https://kijiji.ca/v-clothing-men/edmonton/alpha-tech-premium-snowboard-and-ski-jacket/1721403278,Brand new Alphatech ski and snowboard jacket. Tags still attached.,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ba/ba158b21-c162-4101-ae81-ba740644a69a?rule=kijijica-200-jpg'],14000.0,Canon Ridge
240,1708005115,Ladies Ski Package,https://kijiji.ca/v-ski/edmonton/ladies-ski-package/1708005115,"Elan Skis - 163cm long (a few knicks on the top of tips, underneath is perfect) Nordica Ladies Ski Boots – size 26.5 (very comfortable) Marker brand bindings Nordica ski bags – one for boots and one ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/6b/6b96309d-3ea2-465a-921e-3bcd17247c41?rule=kijijica-200-jpg'],14000.0,West Edmonton
241,1654643634,Boys’ Firefly Aqua Max Winter/ski jacket size Small,https://kijiji.ca/v-clothing-kid-youth/edmonton/boys-firefly-aqua-max-winter-ski-jacket-size-small/1654643634,Size S fit approximately an 8-10 year kid. In great shape If the ad is up it is available,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/24/24f41527-8231-4e1a-8015-0916aaad7567?rule=kijijica-200-jpg'],1500.0,Northeast Edmonton
242,1603722592,CCM Bike Trailer/Chariot and Ski Boose,https://kijiji.ca/v-sport-other/st-albert/ccm-bike-trailer-chariot-and-ski-boose/1603722592,"CCM Ski Boose, home made 2 seater bike trailer that can be pushed by hand or hooked up to pull behind a quad or snow mobile, has pin hook, as per photos, $250 CCM Bike trailer/chariot, 2 seater, ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/00/00d0b5de-8320-456c-b7c4-1087466a451c?rule=kijijica-200-jpg'],25000.0,Spring Lake
243,1717764582,Woods  Pants,https://kijiji.ca/v-women-pants-shorts/edmonton/woods-pants/1717764582,"Check out these Woods black softshell pants in size small, perfect for active life outdoors. These pants have been gently used and are in great shape, ready to keep you warm and stylish. The images ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/1a/1a7a7836-eab3-4a02-9582-3991c80a0c2d?rule=kijijica-200-jpg'],2500.0,Edmonton
244,1721246954,Kids Skis and Bindings - 90cm ,https://kijiji.ca/v-ski/st-albert/kids-skis-and-bindings-90cm/1721246954,Kids Skis and Bindings - 90cm,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/29/294c6caf-41b7-42cd-a8d5-fe00d0918d5f?rule=kijijica-200-jpg'],2000.0,St. Albert
245,1717301875,Black ski helmet with a black and grey strap for teens ,https://kijiji.ca/v-snowboard/edmonton/black-ski-helmet-with-a-black-and-grey-strap-for-teens/1717301875,Black ski helmet with a black and grey strap for kids …,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/96/966f3921-9161-47f5-aeb8-751ccd254b82?rule=kijijica-200-jpg'],2500.0,Edmonton
246,1704245236,Winter Jack,https://kijiji.ca/v-clothing-men/st-albert/winter-jack/1704245236,"Winter jacket Bear USA Expedición black and blue reversible red, Puffer Ski Coat Fits as XL Men's Size XL",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c4/c42f0067-077c-4cd2-8043-acf6ed82c583?rule=kijijica-200-jpg'],12000.0,St. Albert
247,1721158855,Classic Coat & Hat Rack,https://kijiji.ca/v-other-furniture/edmonton/classic-coat-hat-rack/1721158855,Coat & Hat Rack made of new skis it has 8 double hooks and 4 spots for Hats 18” wide,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c4/c464dd33-3249-48c0-9d36-74657f5ae8d5?rule=kijijica-200-jpg'],11500.0,Edmonton
248,1709849197,Ortovox Haute Route 30 S,https://kijiji.ca/v-ski/edmonton/ortovox-haute-route-30-s/1709849197,Ortovox Haute Route 30 S ski/snowboard backpack.,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/20/20187856-d26b-43ea-96ad-36167470cb1e?rule=kijijica-200-jpg'],12000.0,Edmonton
249,1630085451,Rossignol Skis with bindings for sale!,https://kijiji.ca/v-ski/edmonton/rossignol-skis-with-bindings-for-sale/1630085451,All information below: Free Spirit 33504. 260 Tyrolia 180 1AH58 06 00587 Asking for $50,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/0e/0e312258-1bbc-4f75-aad5-9dc3a9a20468?rule=kijijica-200-jpg'],5000.0,Southeast Edmonton
250,1701527547,woman's XS Bonfire snowboarding jacket,https://kijiji.ca/v-women-tops-outerwear/edmonton/womans-xs-bonfire-snowboarding-jacket/1701527547,Women's Size XS Black Ski-pant button flaps Seldom worn,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/5d/5d2e60fa-02bd-4907-a74f-70079c7a1573?rule=kijijica-200-jpg'],6000.0,Edmonton
251,1686887642,"NAVY SKI Pants,  Small, very good condition.",https://kijiji.ca/v-women-pants-shorts/edmonton/navy-ski-pants-small-very-good-condition/1686887642,"32” chest, 33” waist, 29 “ inseam length Elastic weather cuffs at ankle, under hems of pants. Adjustable shoulder straps; Deep, zippered side pocket.",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a3/a314871c-9fa1-4e41-af05-4fc3b17c6df2?rule=kijijica-200-jpg'],1200.0,St. Albert
252,1713254046,180 cm skis,https://kijiji.ca/v-ski/edmonton/180-cm-skis/1713254046,"older set of skis for sale. great condition, they’ve just been sitting in the garage for too long. $100",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/55/553a6564-8aca-45df-a2cf-f136c7cb4c32?rule=kijijica-200-jpg'],10000.0,Edmonton
253,1706904095,Rossignol 128 cm junior skis and bindings.in good condition,https://kijiji.ca/v-ski/edmonton/rossignol-128-cm-junior-skis-and-bindings-in-good-condition/1706904095,Rossignol 128 cm junior skis and bindings. In good condition. Can text 780-977-3382,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/71/7124d630-c111-4031-bbcd-491ab595d2a2?rule=kijijica-200-jpg'],8000.0,Edmonton
254,1720994653,Antique children's x-country skis,https://kijiji.ca/v-art-collectibles/edmonton/antique-childrens-x-country-skis/1720994653,"Cleared out the attic and came across these old gems, children's x-country skis from mid 1970's. Must take all 3 sets and 2 sets of poles. Could be ideal for wall decor in a cabin or lodge? Accepting ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/09/09e6dcc1-d404-4385-918d-ee101655bef4?rule=kijijica-200-jpg'],,Edmonton
255,1720992692,Seadoo Challenger Boat Cover,https://kijiji.ca/v-buy-sell-other/edmonton/seadoo-challenger-boat-cover/1720992692,Boat cover for a Seadoo Challenger. Very good condition,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/3b/3b2af1e2-f00c-46eb-80bf-6540861b6871?rule=kijijica-200-jpg'],20000.0,Sherwood Park
256,1708818713,New Carbon Fiber Cross Country Ski Poles,https://kijiji.ca/v-ski/edmonton/new-carbon-fiber-cross-country-ski-poles/1708818713,"Brand new condition, Ski Pole Shaft: 100% Carbon Fiber 18mm, Handle: Soft EVA Foam, Carbon and Chrome Plating Steel Tipped Basket, Length: 47.24 inch/120 cm, Weight: (6 oz/170g) x 2. Selling pair for ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/6e/6edd9dc4-28f2-467e-9399-91d43b2a7782?rule=kijijica-200-jpg'],3000.0,Edmonton
257,1720953114,Montec Ski Goggles  |  Originally 200$,https://kijiji.ca/v-ski/strathcona-county/montec-ski-goggles-originally-200/1720953114,"Wore them twice, got a different colour, don’t use these anymore. Ski Goggles Black W/Black Black Mirror: “The Scope goggle is a low-profile, high-performance ski and snowboard goggle with lots of ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/f3/f3bc7ba5-de33-4485-8716-0b25fe3a0f36?rule=kijijica-200-jpg'],12000.0,Strathcona County
258,1720919263,Nike Therma-FIT Balaclava,https://kijiji.ca/v-bike-clothes-shoes-accessories/edmonton/nike-therma-fit-balaclava/1720919263,"Brand new Nike Therma-FIT black balaclava, perfect for keeping warm during outdoor activities with its moisture-wicking technology. Key Features: * Nike Therma-FIT technology * Moisture-wicking ...",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/82/82e40f94-a8ed-47ed-b84e-29d892ac877f?rule=kijijica-200-jpg'],6000.0,Edmonton
259,1720919045,Youth ski helmet and boot bag,https://kijiji.ca/v-ski/edmonton/youth-ski-helmet-and-boot-bag/1720919045,"Excellent condition! Youth ski bag to hold helmet, goggles, boots!",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bc/bc97ec5c-fded-410d-b200-47c4c449fc25?rule=kijijica-200-jpg'],2000.0,Edmonton
260,1707274339,PROBASICIS 2 Button Release Aluminum Folding Walker 5”Wheels-Adu,https://kijiji.ca/v-health-special-needs/edmonton/probasicis-2-button-release-aluminum-folding-walker-5-wheels-adu/1707274339,"PROBASICIS 2 Button Release Aluminum Folding Walker 5”Wheels-Adult with Tennis Balls & Skis,Great Condition.",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/df/dfadc3e4-3d93-4499-8e6c-5b62dcca1304?rule=kijijica-200-jpg'],10000.0,Edmonton
261,1720876106,Ski Equipment,https://kijiji.ca/v-ski/st-albert/ski-equipment/1720876106,"One whole set of ski equipment with case and bag Nordica ski boots men size 10, black with original box One pair 62"" skis with bag One pair carbon poles",['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/f5/f5c8498f-f619-448e-bad5-1ca95bdadad7?rule=kijijica-200-jpg'],6000.0,St. Albert
262,1716817587,Lange LX100 Ski Boots ,https://kijiji.ca/v-buy-sell-other/st-albert/lange-lx100-ski-boots/1716817587,Lightly used Lange LX100 ski boots. In good condition with a few scrapes. Good stable ski boots for resort skiing. Only selling as I have new boots.,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/80/803e2d74-f005-4666-9cea-353e02101e9a?rule=kijijica-200-jpg'],15000.0,St. Albert
263,1720862764,Salomon Impact 8 ski boots 35$ OBO,https://kijiji.ca/v-ski/edmonton/salomon-impact-8-ski-boots-35-obo/1720862764,Size 12 US ( 46 ) Solid boots nothing pretty but usable 35$ or best offer,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/54/547db126-2438-4280-bbe8-6b15db6f7445?rule=kijijica-200-jpg'],3500.0,Edmonton
264,1720804873,SNOW SKIS,https://kijiji.ca/v-ski/edmonton/snow-skis/1720804873,?? $$ YOUR OFFER $$ ?? 780-680-4158 . WHAT YOU SEE IS STILL AVAILABLE. ONLY TEXT CONTACTS WILL BE REPLIED TO Pickup location around 95th ST & 110th AVE. THANK YOU FOR LOOKING AT MY OTHER ADS.,['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ce/ce3b8dcb-be3a-456b-8593-c21c23642b92?rule=kijijica-200-jpg'],,Edmonton
